stimulus_id,utterance,relations
scene0661_00-chair-5-2-1-3-4-5,the chair that looks like it is at the top of the letter l,chair-lamp
scene0603_00-table-2-17-15,the table that is next to a wall and a bookshelf ,"table-wall,table-bookshelf"
scene0110_00-shelf-2-29-23,shelf above the table with the backpack,"table-shelf,shelf-backpack"
scene0186_00-radiator-2-11-44,facing the windows  locate the small single radiator to the left of the room ,"radiator-window,radiator-bed"
scene0581_00-sink-2-1-17,when standing facing the sinks with your back to the bathtub  it is the sink on the left ,"sink-airplane,sink-bathtub"
scene0409_00-kitchen_cabinets-2-16-22,the cabinets above the oven and the refrigerator ,"cabinets-refrigerator,cabinets-oven"
scene0259_00-door-2-7-18,white corner door with flat handle,door-person
scene0155_00-trash_can-3-32-23-34,choose the trash can at the end of the table that is not closest to the door ,"trash can-table,table-door"
scene0168_00-books-5-48-44-45-46-47,the books are next to two monitors or the lower shelf,"books-screen,books-changing station"
scene0384_00-pipe-2-27-26,choose the upper pipe ,airplane-pipe
scene0177_00-chair-3-7-8-9,chair closest to the door,chair-door
scene0309_00-chair-5-7-6-8-9-10,the chair closest to the door that looks like it goes outside ,chair-door
scene0391_00-doors-2-24-12,choose the double doors that are under the exit sign ,doors-exit sign
scene0590_00-mirror-2-27-43,the mirror in the bathroom,mirror-toilet
scene0230_00-chair-3-6-4-5,the chair under the whiteboard,chair-whiteboard
scene0408_00-bookshelf-2-5-4,the bookshelf closest to the door on the left side against a jutted wall ,"bookshelf-wall,bookshelf-door"
scene0301_00-plant-3-6-5-22,find the plant located to the left of the staircase ,plant-staircase
scene0673_00-box-6-1-0-2-5-19-75,the brown box on floor  a black backpack is directly in front of it,"sofa-floor,backpack-banister"
scene0028_00-bookshelf-4-21-5-6-22,find the bookshelf that is closer to the group of three ottomans and nearest to the windows,"bookshelf-window,bookshelf-ottoman"
scene0613_00-door-2-8-25,it is the door closest to the windows ,door-window
scene0150_00-chair-6-8-1-9-10-11-12,this chair is pulled out from the tables and squarely facing the whiteboard ,"chair-pool table,chair-whiteboard"
scene0177_00-bookshelf-2-1-2,the shelf to the right of the entrance when walking in,shelf-door
scene0347_00-cup-3-26-18-19,small blue mug far from sink,mug-sink
scene0442_00-chair-4-1-5-8-14,the chair with the square table furthest from the round tables with white chairs ,"dining table-chair,chair-table,table-table"
scene0499_00-radiator-4-7-2-10-41,a brown table butts up to the correct radiator,table-radiator
scene0007_00-box-2-14-1,smaller box close to wall,box-wall
scene0061_00-pillow-4-8-5-6-7,standing pillow close to the edge,pillow-object
scene0047_00-door-4-41-15-20-21,the brown door on the same side as the counter tops  door is only door on the wall,"door-wall,door-kitchen counter"
scene0560_00-window-2-10-24,this window is close to the bed,window-bed
scene0098_00-file_cabinet-2-13-15,the cabinet under the smaller desks on the back wall,"desk-wall,cabinet-desk"
scene0614_00-computer_tower-2-43-27,the computer tower closest to the white board and underneath the clock ,"computer tower-clock,computer tower-blackboard"
scene0034_00-window-3-47-10-20,a two frame window with blinds above the bath tub and next to the sink ,"window-blinds,window-sink,window-bathtub"
scene0142_00-chair-2-23-42,the computer chair that is left facing out towards the room,chair-bed
scene0418_00-suitcase-4-14-13-15-16,the luggage with the tag near the heater,"luggage-air hockey table,luggage-heater"
scene0320_00-monitor-3-34-18-30,the monitor to the left most spot on the long table (near the small table to the left),"monitor-table,table-table"
scene0520_00-armchair-2-1-23,red colored chair under a painting on a wall next to a side table that separates it from a couch,"chair-painting,chair-side table,side table-couch"
scene0464_00-picture-4-40-26-27-28,picture of a person (face),picture-person
scene0130_00-chair-3-5-4-6,the chair is the one pushed closest to the round table ,chair-table
scene0517_00-pillow-2-57-54,the black pillow on the couch,pillow-couch
scene0446_00-toilet_paper-5-21-18-19-20-33,facing the toilet papers on the shelves  choose the one on the top shelf and the second from your left,"shelf-airplane,toilet-shelf,shelf-air hockey table"
scene0000_00-stool-4-31-28-29-30,second stool in from the window ,stool-window
scene0047_00-door-4-41-15-20-21,the door by the toaster oven,door-toaster oven
scene0325_00-cart-2-12-11,the smaller cart in the corner ,cart
scene0365_00-mirror-2-7-22,the mirror that is above the bathroom sink,mirror-sink
scene0141_00-desk-3-28-11-12,the desk with two monitors,desk-screen
scene0680_00-office_chair-3-2-3-4,the chair that is next to the window and not directly across from the back pack on the table,"chair-window,bag-table,chair-table"
scene0047_00-chair-3-12-11-18,when looking the the window look that the two chairs beside each other   choose the one on the left ,"chair-window,chair-chair"
scene0369_00-cabinet-3-16-14-15,the cabinet is under the table,cabinet-table
scene0106_00-keyboard-6-25-24-27-28-30-32,choose the keyboard of the computer on the middle table  closest to the wall ,"foosball table-wall,keyboard-computer tower,computer tower-foosball table"
scene0673_00-backpack-3-63-10-58,the back pack next to the chair with a blue bag in front of it  near the speaker of the television,"duffel bag-chair,speaker-tv,bag-chair,chair-speaker"
scene0068_00-kitchen_counter-2-6-35,this is the section of countertop that excludes the sink ,counter-sink
scene0514_00-window-2-9-8,the green box is the window closest to a c unit ,"changing station-window,window-person"
scene0010_00-file_cabinet-3-54-10-55,the left filing cabinet under the corner desk next to the whiteboard ,"file cabinet-desk,desk-whiteboard"
scene0539_00-bottle-5-41-20-34-36-40,the bottle is the one closest to the tile wall in the tub ,"bottle-wall,bottle-bathtub"
scene0167_00-couch-2-6-5,the three seater sofa,sofa
scene0271_00-picture-5-38-16-27-28-32,it is the large picture in the closet ,picture-closet
scene0682_00-kitchen_cabinets-4-11-2-3-5,this cabinet is on the ground and has a coffee maker on it,"cabinet-floor,cabinet-coffee maker"
scene0588_00-sofa_chair-6-7-8-9-10-11-12,of the two single sofa chairs facing each other  choose the sofa chair closer to the wall  it is also in better shape ,"sofa chair-wall,sofa chair-sofa chair"
scene0654_00-kitchen_cabinets-3-10-2-21,choose the kitchen cabinet box  located to the right of the stove oven with the range hood ,"kitchen cabinet-oven,oven-range hood"
scene0276_00-chair-2-47-46,the chair closest to the foot of the bed ,chair-bed
scene0588_00-sofa_chair-6-8-7-9-10-11-12,the sofa chair that sits alone nearest the patio doors ,sofa chair-sliding door
scene0152_00-plant-5-13-11-12-27-30,the large plant in front of the 20 years sign,plant-sign
scene0425_00-pillow-2-18-7,the brown pillow on the top bunk,pillow-bunk bed
scene0341_00-cup-3-33-32-35,choose the cup closest to the big rounded bottom keyboard ,cup-keyboard
scene0348_00-kitchen_counter-2-16-15,it is the counter next to the refrigerator ,counter-refrigerator
scene0492_00-bathroom_stall_door-4-10-11-12-13,the green box is around the door what is wide open against the wall ,"box-door,door-wall"
scene0106_00-keyboard-6-27-24-25-28-30-32,the second keyboard from the window on the middle desk near a black monitor ,"desk-monitor,keyboard-desk"
scene0233_00-blanket-2-34-33,light gray blanket on the bed,blanket-bed
scene0560_00-lamp-2-26-9,lamp on the left from the foot of the bed closest to the window ,"bed-window,lamp-bed"
scene0051_00-pillow-2-16-15,pillow in the middle of the bed,pillow-bed
scene0395_00-cabinet-2-39-20,the cabinet next to the large white object  not the couch ,cabinet-person
scene0586_00-kitchen_cabinets-2-1-11,the white cabinets are up high above the fridge ,cabinets-refrigerator
scene0274_00-window-2-11-17,the window above the door,window-door
scene0326_00-chair-2-1-3,the chair closest to the wall  furthest from the couch,"chair-couch,chair-wall"
scene0603_00-couch-2-40-7,the green box is around the love seat (the couch with two cushions) ,"couch-couch,alarm clock-couch"
scene0006_00-curtain-3-31-3-32,they are the curtains touching the corner and closest to the stack of pillows on the bed across from it ,"curtains-person,pillows-bed,curtains-pillow"
scene0641_00-couch-4-2-0-1-3,if you are looking at the three seat couch  it is the two seat couch facing you ,couch-seat
scene0492_00-bathroom_stall-2-2-22,choose the stall where you can see the toilet ,toilet-bathroom stall
scene0448_00-towel-3-4-7-20,choose the towels that are hanging on the towel bar ,towels-towel rack
scene0525_00-door-2-39-40,this door is next to a bright green box ,door-box
scene0610_00-toilet_paper-5-24-0-1-2-3,the toilet paper sitting top of toilet second one from the sink,"toilet-sink,toilet paper-toilet"
scene0619_00-desk-2-6-20,it is the desk on the right  with two monitors ,desk-screen
scene0584_00-box-2-28-27,the two boxes stacked on top of each other immediately to the left of the dvd jewel cawe ,"boxes-stack of chairs,boxes-cd case"
scene0060_00-monitor-2-13-0,the monitor farthest from the drinking fountains,monitor-water fountain
scene0226_00-coffee_table-2-11-12,choose the table in the middle of the room that is closest to the doors ,"table-bed,table-doors"
scene0140_00-trash_can-2-32-31,locate the trashcan that is closer to the door ,door-trash bin
scene0341_00-box-2-40-39,the box is the one with open flaps  the one closer to the wall ,"box-airplane,box-wall"
scene0319_00-coffee_table-4-10-9-11-12,if you are facing the darker brown couches  choose the round light colored coffee table that is second from the right ,"sofa-coffee table,coffee table-airplane"
scene0127_00-bed-2-5-6,if you are facing the door from inside the room  it is the bed on your left ,bed-door
scene0369_00-book-4-21-0-19-28,the book is siting on the table top and near the blue object,"book-table,book-person"
scene0143_00-lamp-3-14-10-18,the small lamp sitting on the end table ,lamp-end table
scene0211_00-trash_can-2-11-12,the trash can is touching a set of filing cabinets,trash can-file cabinet
scene0233_00-chair-2-25-24,look for the chair that does not have a backpack on it ,chair-backpack
scene0582_00-box-3-1-41-48,the box that is on a desk and farthest away from the door ,"box-door,desk-box"
scene0449_00-soap_dish-3-4-22-23,soap dish next to the sink,soap dish-sink
scene0404_00-door-2-6-5,the open door facing the washer and dryer,door-clothes dryer
scene0305_00-cabinet-6-14-13-16-23-24-31,this cabinet is 5 levels high  and is right next to a bookcase of the same height ,cabinet-bookshelf
scene0509_00-towel-3-2-16-17,the towel on the bathroom floor,towel-bathroom stall
scene0682_00-microwave-2-15-10,the correct microwave is on the counter  in the corner ,microwave-counter
scene0194_00-couch-4-22-4-5-21,this is the couch directly alongside the couch with the person lying on it ,"couch-couch,couch-person"
scene0227_00-table-2-2-3,the larger of the two tables  with the chairs at it ,table-chair
scene0452_00-picture-5-23-19-20-21-22,the bottom right picture frame of the five choices,frame-air hockey table
scene0361_00-bookshelf-3-1-2-3,the bookshelf with the 2 lamps ,bookshelf-lamp
scene0143_00-picture-2-13-19,the picture above the pink colored arm chair ,picture-armchair
scene0439_00-kitchen_cabinet-6-35-0-4-5-12-15,when facing the two refrigerators  choose the upper kitchen cabinets to the left of the left refrigerator ,"cabinets-refrigerator,refrigerator-cabinets"
scene0059_00-couch-3-1-0-2,the grey couch near the brown closet dresser,"couch-closet,couch-dresser"
scene0603_00-couch-2-7-40,the couch with 3 cushions,couch-cushion
scene0341_00-cup-3-35-32-33,the white cup next to the headphones ,cup-headphones
scene0627_00-picture-6-25-24-38-39-40-43,where there are three pictures in a row together  this is the picture on the far left ,picture-table
scene0264_00-office_chair-3-6-4-5,the grey chair that is tucked under the desk ,chair-desk
scene0442_00-armchair-5-4-2-3-6-7,left chair top view of the two chairs in the middle of the other chairs,chair-chair
scene0051_00-door-2-2-1,the door that is not going into the bathroom,door-toilet
scene0056_00-keyboard-3-31-25-27,the correct keyboard is closest to the door ,keyboard-door
scene0166_00-books-6-45-46-47-48-49-50,the bookshelf in between doors  too portion of shelf,"bookshelf-shelf,bookshelf-doors"
scene0128_00-picture-2-19-18,the smaller of the two pictures ,pictures
scene0089_00-trash_can-2-12-11,is the trash can tucked in the corner,trash can
scene0266_00-desk-3-14-15-16,the desk in the center of the three in a row,desk-alarm clock
scene0482_00-cabinet-2-6-5,the cabinets with 4 doors,cabinets-doors
scene0057_00-table-3-14-17-21,the smallest table next to a gray chair,table-chair
scene0228_00-trash_can-6-5-3-4-9-10-11,the trash can has a blue symbol on it and room behind it to walk,"trash can-bed,trash can-airplane"
scene0394_00-plant-6-43-0-23-60-68-81,the correct plant is on the desk with the oval vanity mirror ,"plant-desk,desk-mirror"
scene0590_00-table-2-0-44,the table closest to the window,table-window
scene0235_00-lamp-5-10-8-9-11-32,a small lamp attached to the wall near the ceiling ,"lamp-wall,lamp-ceiling"
scene0429_00-trash_can-2-25-11,trash can not next to the toilet,trash can-toilet
scene0274_00-window-2-17-11,wide window next to the desk,window-desk
scene0656_00-picture-3-17-16-28,it is the small picture that is sitting on the dresser  not mounted on the wall ,picture-dresser
scene0263_00-box-5-1-2-3-18-29,wide box on the floor in the corner,box-floor
scene0517_00-monitor-2-64-23,the monitor under the bunk bed,monitor-bunk bed
scene0324_00-picture-2-10-9,the picture is near where a wall mounted box is located and window,"picture-wall mounted coat rack,picture-window"
scene0089_00-blackboard-2-18-10,the blackboard that is directly above the desk ,blackboard-desk
scene0141_00-shoes-2-29-49,the shoes that are underneath the desk ,shoes-desk
scene0367_00-chair-5-10-6-7-8-9,the table facing the same way as the couch at the dining room table,"table-dining table,table-couch"
scene0185_00-door-2-24-9,the doorway next to the bigger desk in the room ,door-desk
scene0590_00-picture-2-49-48,the picture above the pillows on the bed,"picture-pillow,picture-bed"
scene0233_00-pillow-3-38-3-44,the pillow in a blue pillowcase that is located directly above a trash can ,"pillow-trash can,pillow-pillow"
scene0385_00-window-2-1-22,window not above the sofa,window-sofa
scene0001_00-table-3-4-3-5,square table in the corner,"air hockey table,object-table"
scene0335_00-chair-4-24-23-25-27,chose the green chair that sits across from the tv,chair-tv
scene0110_00-desk-2-14-10,the desk with the red colored backpack on top ,desk-backpack
scene0053_00-couch-2-8-7,two seats  loveseat,couch-seat
scene0635_00-shelf-5-34-31-35-38-45,the middle shelf on the opposite wall from the door ,"shelf-wall,sofa-door"
scene0590_00-chair-3-46-14-15,chair nearest to the window ,chair-window
scene0161_00-chair-3-5-3-4,the chair in front of the yellow chair,chair-chair
scene0017_00-trash_can-3-20-18-19,i am a trash can under the desk ,trash can-desk
scene0367_00-couch-2-2-1,the longest couch that is in front of the window ,couch-window
scene0058_00-computer_tower-3-34-33-39,this is the computer tower that is the only computer tower on its side of the desk ,computer tower-desk
scene0576_00-picture-3-21-14-26,the picture above the beds headboard,"picture-bed,picture-headboard"
scene0010_00-file_cabinet-3-10-54-55,a brown cabinet underneath the desk with the computer to the right of the black office chair ,"desk-computer tower,computer tower-chair,cabinet-desk"
scene0036_00-couch-3-7-2-3,a sectional of the couch next to the tall trash can ,couch-trash can
scene0049_00-picture-4-0-18-19-20,face the couch with two pillows  find the picture on the wall farthest to your right side  it has a black frame ,"picture-wall,couch-pillows,picture-frame"
scene0468_00-desk-2-4-3,the desk to the left of the window,desk-window
scene0422_00-trash_can-3-5-7-21,the trash can tucked in the corner between a darker and lighter green trash can  this trashcan has  white blotches on top ,"trash can-trash can,trash can-object"
scene0332_00-door-2-8-9,the white door that is slightly open,door
scene0510_00-bathroom_stall-2-31-23,the darker of the two stalls ,stall
scene0181_00-kitchen_cabinets-2-14-13,the lower kitchen cabinet attached to the floor to the right of the refrigerator ,"kitchen cabinet-refrigerator,kitchen cabinet-floor"
scene0572_00-armchair-2-8-9,the closer light tan colored chair to the large rectangle table,chair-table
scene0590_00-door-2-20-58,the front entrance to the room,door-bed
scene0206_00-chair-5-4-2-3-5-31,the chair that sits sideways on next to the shelving ,chair-shelf
scene0319_00-couch-2-3-2,choose the dark couch with two square throw pillows on it ,couch-cushion
scene0301_00-plant-3-22-5-6,the plant closest to the ball on the floor,"plant-ball,plant-floor"
scene0191_00-window-3-13-6-10,smallest window in the corner,window
scene0047_00-window-3-38-1-39,choose the middle window ,centerpiece-window
scene0394_00-cabinet-3-10-33-37,the white tall cabinet in the bedroom,cabinet-bed
scene0261_00-towel-2-38-30,the towel under the sink and window,"towel-window,towel-sink"
scene0152_00-plant-5-30-11-12-13-27,i am the first plant on the left as soon as you walk in the double doors from outside ,"doors-object,plant-doors"
scene0322_00-chair-5-2-3-4-5-6,the chair closest to the white chair against the wall,"chair-chair,chair-wall"
scene0117_00-chair-2-7-24,the chair that is closest to the first aid box on the wall ,chair-wall
scene0623_00-door-2-18-9,it is the door not next to the couch ,door-couch
scene0024_00-book-3-59-19-21,the book on the brown table,book-table
scene0538_00-door-2-20-21,choose the door across from the sink that does not lead to the toilet ,"door-sink,door-toilet"
scene0440_00-wardrobe_closet-2-25-7,find the wardrobe that is closer to the door ,wardrobe-door
scene0450_00-chair-3-2-1-3,the chair that has something in it ,chair-alarm clock
scene0394_00-picture-6-63-34-35-36-41-79,the painting above the bed the furthest away to your right,painting-bed
scene0603_00-chair-6-5-1-2-3-4-28,a colorful floral chair that is to the right of the tan recliner ,chair-recliner chair
scene0094_00-sign-2-13-19,the small sign sitting on the counter,sign-counter
scene0211_00-file_cabinet-2-26-3,the file cabinet that is beneath the wall clock ,file cabinet-clock
scene0320_00-stool-3-9-10-46,the stool that is underneath the monitor and in between two chairs ,"stool-chair,monitor-stool"
scene0542_00-kitchen_cabinet-2-3-22,the cupboard above the countertop ,cabinet-counter
scene0267_00-trash_can-3-7-5-6,the shortest trashcan,airplane
scene0189_00-whiteboard-4-8-9-10-23,the whiteboard at the end of the room nearest to the tv workstations ,whiteboard-tv
scene0452_00-picture-5-23-19-20-21-22,out of the 5 frames  it is the bottom right one when facing them,sofa-frame
scene0371_00-chair-4-5-4-6-7,the lighter chair in the corner which is at an angle ,chair
scene0289_00-door-2-1-6,the door that is open,door-open kitchen cabinet
scene0320_00-monitor-3-30-18-34,the monitor furthest away from the writing desk,monitor-desk
scene0017_00-file_cabinet-2-28-25,when facing the windows  choose the file cabinet box located on the right ,"file cabinet-box,box-window"
scene0253_00-chair-3-13-12-14,red computer chair with wheels ,office chair-wheel
scene0523_00-toilet_paper-2-16-5,the toilet paper that is on the shelf under the sink ,"shelf-sink,toilet paper-shelf"
scene0059_00-cabinet-3-8-4-24,small cabinet near a wall and chair,"cabinet-chair,cabinet-wall"
scene0499_00-radiator-4-7-2-10-41,the green box is around the shortest radiator that is also under a window ,"pool table-radiator,radiator-window"
scene0450_00-lamp-2-12-9,when facing the gray box on the wall  it is the lamp on your left ,lamp-piano
scene0269_00-couch-2-0-1,it is the couch without as defined break between the two halves  the table is also distorted on that side ,table-armchair
scene0142_00-chair-2-42-23,the chair that is scooted under the desk ,chair-desk
scene0581_00-door-2-7-39,find the door that leads out of the bathroom  not the one that leads to the toilet ,door-toilet
scene0266_00-lamp-2-25-21,the lamp is on the white table,lamp-table
scene0305_00-telephone-2-32-33,it is the telephone on the desk with more clutter ,telephone-desk
scene0638_00-chair-3-3-1-2,chair on the same side as the one with yellow pillow,chair-pillow
scene0379_00-radiator-2-21-22,it is the radiator on the left  not next to the trash can ,radiator-trash can
scene0420_00-blackboard-2-21-20,of the extra long green chalkboard  with no chairs under it  the segment of this chalkboard on the right ,"air hockey table-blackboard,blackboard-air hockey table"
scene0650_00-table-3-14-1-12,the small round table next to the long white shelving unit,table-shelf
scene0140_00-cabinet-2-2-33,the wooden cabinet to the left of the whiteboard while staring at it,cabinet-whiteboard
scene0603_00-window-5-35-33-34-36-37,the window is the one in the middle  the rectangle that has the largest bottom to it ,"object-pillow,window-object"
scene0143_00-pillow-2-12-11,it is the pillow closest to the orange chair ,pillow-chair
scene0703_00-table-4-12-0-7-8,under the table with the pink item on it,"table-air hockey table,airplane-table"
scene0588_00-doors-3-41-26-39,there are cabinets with flowers on top next to the correct door,"cabinets-door,cabinets-flowerpot"
scene0218_00-monitor-5-11-10-12-13-14,the monitor is the one in the middle of the row of five ,monitor-air hockey table
scene0667_00-table-5-6-4-5-7-26,face the smallest table that has a backpack on it  choose the table on the right side that is farthest from you ,"table-backpack,table-sofa"
scene0335_00-microwave-2-37-36,built in cabinet microwave,microwave-cabinet
scene0692_00-table-2-16-14,a small end table next to a chair  not the kitchen table ,end table-chair
scene0585_00-printer-3-23-21-22,the printer closest to the copy machine and the blue recycle bin ,"printer-copier,printer-recycling bin"
scene0520_00-table-4-11-10-12-21,the wooden table that is rectangular near the blue wall,dining table-wall
scene0059_00-doors-4-34-22-31-36,the door behind the three wood chairs,door-chair
scene0603_00-monitor-2-29-44,the monitor is on the table in the corner behind the sofas ,"monitor-table,table-couch"
scene0270_00-cabinet-2-4-22,the small cabinet in front of the two beds,cabinet-bed
scene0523_00-towel-5-12-8-11-14-15,it is the large towel to the right of the sink ,towel-sink
scene0108_00-chair-4-5-6-7-8,lounge like red chair,chair-couch
scene0109_00-cabinets-2-5-4,the cabinet is the one on the floor  not wall mounted  nearest to the copy machine ,cabinet-copier
scene0667_00-table-5-26-4-5-6-7,open leg table in the center of the room against the individual desks,table-desk
scene0395_00-telephone-2-24-30,the phone on the lighter  cluttered desk with two computer monitors ,"desk-monitor,telephone-desk"
scene0433_00-chair-5-10-6-7-8-9,it is the chair next to the one with the yellow backpack ,"chair-airplane,airplane-backpack"
scene0529_00-window-2-15-16,window over the sink,window-sink
scene0220_00-door-2-8-39,i am a closed door with no window ,door-window
scene0341_00-window-3-58-13-45,there is a blue mouse pad under this window,desk-window
scene0352_00-whiteboard-2-18-29,huge whiteboard  brown frame,whiteboard-frame
scene0263_00-chair-4-14-15-16-17,the chair at the desk in front of the flat top monitor,"desk-monitor,chair-desk"
scene0674_00-lamp-2-4-14,lamp closest to the bed,lamp-bed
scene0024_00-table-4-14-15-27-54,the large dining room table in the middle of the room,table-bed
scene0008_00-lamp-3-16-25-31,lamp between two single seat armchairs that are against the long wall,"lamp-recliner chair,chair-wall"
scene0276_00-door-2-14-30,the door that is open to the bathroom,door-toilet
scene0556_00-window-2-1-0,the window next to the taller bed ,window-bed
scene0234_00-table-4-13-6-7-11,the table with nothing on it next to the loveseat,table-couch
scene0305_00-keyboard-2-20-19,the keyboard sitting on the neater desk ,keyboard-desk
scene0294_00-couch-2-1-2,the couch at an angle in the corner ,couch-alarm clock
scene0101_00-pillow-2-65-46,the tan pillow on the brown couch,pillow-couch
scene0610_00-bottle-3-26-20-21,choose the bottle located in the bathtub ,bottle-bathtub
scene0223_00-chair-2-9-8,chair that is at the bottom of the bed,chair-bed
scene0250_00-plant-3-44-45-46,plant on the floor next to the toilet,"plant-toilet,plant-floor"
scene0075_00-office_chair-4-7-4-5-6,the chair closest to the whiteboard,chair-whiteboard
scene0632_00-shelf-2-4-1,shelfs that look like the letter s,shelf
scene0288_00-stool-2-39-38,the stool closest to the brown loveseat,stool-couch
scene0409_00-kitchen_cabinet-3-24-20-21,choose the kitchen cabinet box closes to the coffee makers ,cabinet-coffee maker
scene0331_00-laundry_hamper-2-48-53,the cylindrical laundry hamper,airplane
scene0473_00-box-3-18-17-19,bottom box  one is sitting on top  select the bottom one only,"air hockey table-airplane,airplane-airplane"
scene0394_00-picture-6-36-34-35-41-63-79,in a stack of 3 the picture on the bottom,picture-stack of chairs
scene0588_00-picture-3-38-32-35,the painting does not share a wall with any other painting and is between two windows ,"painting-wall,painting-window"
scene0547_00-monitor-3-43-34-35,the monitor on the desk that does not have two monitors ,monitor-desk
scene0464_00-computer_tower-3-14-13-37,the closest computer tower to the door,computer tower-door
scene0270_00-cabinet-2-22-4,the tall cabinet with two doors,cabinet-doors
scene0513_00-table-4-4-3-5-8,out of the three tables in a row  choose the one in the middle,centerpiece-table
scene0379_00-monitor-5-15-13-14-37-39,choose the small monitor that is by itself ,monitor
scene0031_00-plant-2-13-14,a tall plant sitting in the back of the room between a couch and chair ,"plant-chair,plant-couch,plant-bed"
scene0318_00-armchair-2-4-1,the armchair that is not in front of the wall outlet ,armchair-power outlet
scene0006_00-suitcase-2-28-21,the suitcase close to the window,suitcase-window
scene0126_00-shelf-2-19-1,tall shelf near the door,shelf-door
scene0220_00-chair-4-2-0-1-44,the chair closest to the sink and the microwave,"chair-microwave,chair-sink"
scene0130_00-office_chair-2-2-3,this office chair is next to a chair that is pushed in under the table ,"chair-office chair,chair-table"
scene0180_00-table-4-0-1-22-27,the massive conference table in the center of the room ,dining table-bed
scene0473_00-box-3-18-17-19,the box is the blue one on the floor in the corner ,"box-object,box-floor"
scene0603_00-bookshelf-3-9-18-46,bookshelf next to the desk  behind the couch,"bookshelf-couch,bookshelf-desk"
scene0659_00-toilet_paper-4-13-8-15-16,toilet paper on the wall next to the toilet,"toilet paper-wall,wall-toilet"
scene0393_00-door-3-31-1-18,face the two doors that are side by side   choose the one on your left ,doors-car
scene0623_00-door-2-9-18,the door is the one in the corner near the gray couch ,door-couch
scene0262_00-whiteboard-2-6-5,this is the larger of the dry erase boards ,board
scene0184_00-pillow-4-8-7-26-28,the pillow is the one on the bed on the side nearest the taller bureau ,pillow-bed
scene0160_00-lamp-2-13-14,the lamp between the long brown couch and beige chair,"lamp-couch,lamp-chair"
scene0024_00-table-4-15-14-27-54,if you were sitting on the couch  it is the table next to it on the right ,table-couch
scene0206_00-chair-5-5-2-3-4-31,the green box is around the chair facing the computer monitor ,"chair-screen,baby changing station-chair"
scene0266_00-table-3-12-13-18,square large table with brown top,table-airplane
scene0271_00-picture-5-27-16-28-32-38,choose the frame to the right of the headboard of the bed ,"frame-headboard,headboard-bed"
scene0160_00-end_table-2-1-2,end table that does not have a chair directly in front of it ,end table-chair
scene0150_00-table-2-2-0,the table with the four chairs at it,table-chair
scene0177_00-bookshelf-2-1-2,the bookcase next to the light switch,bookshelf-light switch
scene0269_00-couch-2-1-0,the red couch next to the beige  colored streak in the floor  this beige color streak creates a demarcating line in the floor ,"couch-changing station,toy piano-floor,changing station-air hockey table"
scene0229_00-lamp-2-12-11,facing the desk it is the lamp on the floor with the white lampshade on your left,"lamp-lamp,lamp-desk,lamp-floor"
scene0048_00-table-2-8-7,the cream colored table with nothing on it,table
scene0132_00-table-4-13-10-11-12,table in between the 2 single chairs on the wall ,"table-chair,chair-wall"
scene0613_00-book-3-14-11-20,it is the books that are on the floor ,books-floor
scene0309_00-plant-3-11-12-43,the large plant in the middle of the room,plant-desk
scene0286_00-window-3-30-14-34,corner window nearest to the bed,window-bed
scene0280_00-bed-2-0-1,bed with the teal blanket,bed-blanket
scene0386_00-desk-2-0-1,the white rectangular table is closer to this desk than to the other desk ,table-desk
scene0182_00-picture-4-10-8-9-18,the middle picture as you go up the stairs ,air hockey table-stairs
scene0331_00-box-3-2-1-17,find the boxes located underneath the bed with the pink tapestry   choose the box on the left ,"boxes-bed,box-cabinet"
scene0014_00-sink-2-29-28,the sink directly below the soap dispenser,sink-soap dispenser
scene0487_00-window-3-24-1-7,window with the armchair in front of it,window-armchair
scene0194_00-box-2-19-10,the box with a hat on the floor next to it  it is the farthest from the couch,"box-couch,box-hat"
scene0253_00-shelf-3-21-2-4,the shelves that are on the wall above the tables ,"shelf-wall,shelf-foosball table"
scene0000_00-cabinet-5-41-8-38-39-42,the cabinet is the one on the wall above the blue bed ,"cabinet-bed,cabinet-wall"
scene0049_00-pillow-3-14-12-13,the pillow is on the pink chair,pillow-chair
scene0440_00-desk-2-6-5,the desk between 2 beds  under the window,"desk-window,desk-bed"
scene0371_00-chair-4-7-4-5-6,the chair in the corner across from the open door,"chair-door,chair-person"
scene0160_00-couch-3-10-8-9,it is the couch that is not against a wall ,couch-wall
scene0341_00-window-3-45-13-58,the window behind the dual monitor setup  closest to the whiteboard ,"window-monitor,monitor-whiteboard"
scene0147_00-dresser-2-6-5,taller dresser  almost nothing on top,dresser-object
scene0367_00-chair-5-8-6-7-9-10,the chair with the window behind it,chair-window
scene0247_00-door-4-19-6-15-40,the door near the chairs and tables  which leads to outside ,"door-foosball table,door-chair"
scene0464_00-books-6-33-36-43-44-46-48,the books sitting on the desk next to the potted plant and the green desk lamp ,"books-desk,desk-desk lamp,desk-potted plant"
scene0581_00-laundry_hamper-2-37-38,laundry hamper nearest one to the taps of the bath,"hamper-tap,hamper-bathtub"
scene0183_00-cup-2-5-6,small cup nearer the bottom of the screen should be bottom right,cup-screen
scene0399_00-sink-2-3-2,if you are facing the sinks  the one you want is on the right ,sink
scene0040_00-bookshelf-2-0-6,the bookcase in between the two desks,bookshelf-desk
scene0299_00-stool-2-17-11,the white stool and not the blue one,blanket-air hockey table
scene0520_00-whiteboard-2-28-13,the longer whiteboard near the shorter desk ,whiteboard-desk
